id,title,url,duration,tabs,source_name,source_key,matched_topics,queue_score
8koVSrO15JA,Rueda Contra Rueda - Renault Koleos vs Peugeot 3008 (Comparativa) *CarsLatino*,https://www.youtube.com/watch?v=8koVSrO15JA,1113.0,videos,CarsLatino,carslatino,"Peugeot,Renault",92
xzb4lyukVms,¿MAZDA ES MEJOR AUTO PREMIUM QUE BMW?,https://www.youtube.com/watch?v=xzb4lyukVms,1058.0,videos,El Dios de los Autos,el-dios-de-los-autos,"Mazda,BMW",92
c6lV2K20_vg,Seat León Cupra 2017.  Velocidad a precio de ganga,https://www.youtube.com/watch?v=c6lV2K20_vg,951.0,videos,Sergio Oliveira,sergio-oliveira,"Cupra,Seat",92
kqOJExPj9BE,JEEP GRAND CHEROKEE VS DODGE DURANGO ¿CUAL ES MEJOR? | Versus de vehículos,https://www.youtube.com/watch?v=kqOJExPj9BE,914.0,videos,El Dios de los Autos,el-dios-de-los-autos,"Jeep,Dodge",92
NdhciZTmHU0,Prueba de manejo: MAZDA 3 VS. KIA KOUP,https://www.youtube.com/watch?v=NdhciZTmHU0,906.0,videos,El Dios de los Autos,el-dios-de-los-autos,"Mazda,Kia",92
LZb5dDY_lAI,Subaru BRZ vs Mazda MX-5. ¿Cuál es el mejor?,https://www.youtube.com/watch?v=LZb5dDY_lAI,900.0,videos,Sergio Oliveira,sergio-oliveira,"Mazda,Subaru",92
mdiWpDX7FNk,5 KIA/HYUNDAI QUE NO DEBERÍAS COMPRAR Y 5 QUE SI *CarsLatino*,https://www.youtube.com/watch?v=mdiWpDX7FNk,828.0,videos,CarsLatino,carslatino,"Kia,Hyundai",92
VWTikrCbsyU,"Infiniti QX30 2017; Alma de Mercedes, aunque no del mejor Mercedes.",https://www.youtube.com/watch?v=VWTikrCbsyU,823.0,videos,Sergio Oliveira,sergio-oliveira,"Infiniti,Mercedes",92
qG98Th4nygU,NISSAN Y MITSUBISHI SON COMPRADOS POR MARCA CHINA - ENORME NOTICIA,https://www.youtube.com/watch?v=qG98Th4nygU,766.0,videos,El Dios de los Autos,el-dios-de-los-autos,"Nissan,Mitsubishi",92
IVNVRKQ6D68,"¡MG ACABA DE COMPRAR JEEP, ALFA ROMEO Y MASERATI!",https://www.youtube.com/watch?v=IVNVRKQ6D68,736.0,videos,El Dios de los Autos,el-dios-de-los-autos,"MG,Jeep",92
I944R7n7dfI,NUEVO Toyota Land Cruiser FJ SE COME VIVO A SUZUKI JIMNY (ADIOS SUZUKI ya nadie te COMPRARÁ),https://www.youtube.com/watch?v=I944R7n7dfI,729.0,videos,El Dios de los Autos,el-dios-de-los-autos,"Toyota,Suzuki",92
8rRsSjBmFzI,MG ACABA DE COMPRAR BMW (ESTO LO CAMBIA TODO),https://www.youtube.com/watch?v=8rRsSjBmFzI,670.0,videos,El Dios de los Autos,el-dios-de-los-autos,"MG,BMW",92
oKHE7t_hGjs,COMPRÉ UN VOLVO XC40 HIBRIDO ¿REALMENTE DESTROZA AL BMW X1?,https://www.youtube.com/watch?v=oKHE7t_hGjs,564.0,videos,El Dios de los Autos,el-dios-de-los-autos,"BMW,Volvo",92
xJKQKFfs9ew,¿Compro un AUDI A1 o un TOYOTA COROLLA? AHORA CUESTAN IGUAL,https://www.youtube.com/watch?v=xJKQKFfs9ew,555.0,videos,El Dios de los Autos,el-dios-de-los-autos,"Toyota,Audi",92
-iHkQmXpWG4,Comparativa Toyota Prius vs Honda Insight,https://www.youtube.com/watch?v=-iHkQmXpWG4,515.0,videos,Sergio Oliveira,sergio-oliveira,"Toyota,Honda",92
1_3A_7ajBFY,HYUNDAI i10 VS. VOLKSWAGEN UP! ¿CUAL ES MEJOR?,https://www.youtube.com/watch?v=1_3A_7ajBFY,330.0,videos,El Dios de los Autos,el-dios-de-los-autos,"Volkswagen,Hyundai",92
-q-MKAR9AUc,Casos extremos con fallas en vehiculos Chirey y Omoda.,https://www.youtube.com/watch?v=-q-MKAR9AUc,274.0,videos,Autoboutique 1/4 de Milla,cuarto-de-milla,"Chirey,Omoda",92
i4gvUL_mZ6M,CUIDADO!!! NO CAIGAS!! #toyota #auto #hyundai #mazda #nissan #honda #mitsubishi #mazda #volkswagen,https://www.youtube.com/shorts/i4gvUL_mZ6M,,shorts,El Dios de los Autos,el-dios-de-los-autos,"Toyota,Honda,Nissan,Mazda,Volkswagen,Hyundai,Mitsubishi",90
gw9Rc4_qs6U,"¿Me lo compro o no me lo compro? GMC, GWM, Honda, Hyundai",https://www.youtube.com/watch?v=gw9Rc4_qs6U,3695.0,videos,Sergio Oliveira,sergio-oliveira,"Honda,Hyundai,GMC",88
i9MvJIC7Zf0,"Chirey Omoda 5, Subaru WRX S4, Autódromo Riviera Maya, Categorías Rabadilla de Oro | 19",https://www.youtube.com/watch?v=i9MvJIC7Zf0,3595.0,videos,Autoboutique 1/4 de Milla,cuarto-de-milla,"Chirey,Omoda,Subaru",86
OEP3diaCMWw,"19. Chirey Omoda 5, Subaru WRX S4, Autódromo Riviera Maya, Categorías Rabadilla de Oro",https://www.youtube.com/watch?v=OEP3diaCMWw,3595.0,videos,Autoboutique 1/4 de Milla,cuarto-de-milla,"Chirey,Omoda,Subaru",86
Uszu_nmH-SA,"Mesa Autmotriz Febrero 19 | Mazda, Suzuki y Kia | Formula Automotriz",https://www.youtube.com/watch?v=Uszu_nmH-SA,3481.0,videos,Autoboutique 1/4 de Milla,cuarto-de-milla,"Mazda,Kia,Suzuki",86
CwdTCbBrBfg,"Pre día del niño, Nuevo Honda Type R, Suzuki Ertiga 2023, Tesla Cyber Truck | #59",https://www.youtube.com/watch?v=CwdTCbBrBfg,3397.0,videos,Autoboutique 1/4 de Milla,cuarto-de-milla,"Honda,Tesla,Suzuki",86
JrVN4HVNjJg,"161. BYD Seagull, Cupra Tavaskan, Jaecoo 7 y 9, Mach E en Australia",https://www.youtube.com/watch?v=JrVN4HVNjJg,3393.0,videos,Autoboutique 1/4 de Milla,cuarto-de-milla,"BYD,Jaecoo,Cupra",86
BhwicrKoEO4,"Fanáticos de MG, Ford Ranger Raptor, Mazda CX-3 Mexicana, Carretera con carga inalámbrica | #43",https://www.youtube.com/watch?v=BhwicrKoEO4,3379.0,videos,Autoboutique 1/4 de Milla,cuarto-de-milla,"Mazda,Ford,MG",86
cQZbi2OPviU,"43. Fanáticos de MG, Ford Ranger Raptor, Mazda CX-3 Mexicana, Carretera con carga inalámbrica",https://www.youtube.com/watch?v=cQZbi2OPviU,3379.0,videos,Autoboutique 1/4 de Milla,cuarto-de-milla,"Mazda,Ford,MG",86
5p0P6HyYtW0,"224. Tank 300 híbrido, Chirey y DHL hacen alianza, Nissan y Honda vs China",https://www.youtube.com/watch?v=5p0P6HyYtW0,2279.0,videos,Autoboutique 1/4 de Milla,cuarto-de-milla,"Honda,Nissan,Chirey",86
hqsVHkRdSP4,"Chevrolet ¡NUEVA Pick Up de $17,000 TIENE a Toyota y Ford de RODILLAS!",https://www.youtube.com/watch?v=hqsVHkRdSP4,1121.0,videos,El Dios de los Autos,el-dios-de-los-autos,"Toyota,Chevrolet,Ford",86
fk_e5VCbj-Q,¡NUEVA SUV Fiat Barata deja obsoletos a Toyota y Nissan!,https://www.youtube.com/watch?v=fk_e5VCbj-Q,905.0,videos,El Dios de los Autos,el-dios-de-los-autos,"Toyota,Nissan,Fiat",86
6leoXMpsOjw,"CADILLAC ACABA DE APLASTAR A BMW, AUDI Y MERCEDES (Y NADIE LO HA NOTADO)",https://www.youtube.com/watch?v=6leoXMpsOjw,893.0,videos,El Dios de los Autos,el-dios-de-los-autos,"Mercedes,BMW,Audi",86
C0G0H_c_o48,¡Ford está FURIOSO! Responde TOYOTA y Suzuki!!,https://www.youtube.com/watch?v=C0G0H_c_o48,765.0,videos,El Dios de los Autos,el-dios-de-los-autos,"Toyota,Ford,Suzuki",86
rmKPNgKpHKw,TESLA AHORA ES DUEÑO DE FORD Y CHEVROLET,https://www.youtube.com/watch?v=rmKPNgKpHKw,723.0,videos,El Dios de los Autos,el-dios-de-los-autos,"Chevrolet,Ford,Tesla",86
Iv9QnL7nz-4,"Japan Mobility Show 2025: Lexus, Toyota, Subaru, Mazda y el futuro de la movilidad | Jaime Gabaldoni",https://www.youtube.com/watch?v=Iv9QnL7nz-4,555.0,videos,Jaime Gabaldoni,jaime-gabaldoni,"Toyota,Mazda,Subaru",86
dBPQQ84QPoQ,hyundai atos a prueba de dinamometro vendido en mexico dodge motor 1.0 litros,https://www.youtube.com/watch?v=dBPQQ84QPoQ,81.0,videos,Autoboutique 1/4 de Milla,cuarto-de-milla,"Hyundai,Dodge",82
-ayU1rQYyxM,Jeep Gladiator Mojave vs Ford F-150 Raptor: ¿Son realmente comparables?,https://www.youtube.com/watch?v=-ayU1rQYyxM,3468.0,streams,Jaime Gabaldoni,jaime-gabaldoni,"Ford,Jeep",80
hRJTmW-1Ajk,"El Podcast de Autos 104 | PruebameLa Nave de Acura Integra, ID Buzz, Fiat Mobi, Honda",https://www.youtube.com/watch?v=hRJTmW-1Ajk,3311.0,streams,Autoboutique 1/4 de Milla,cuarto-de-milla,"Honda,Fiat",80
CQOM0NXov44,¿Me lo compro o no me lo compro? Chevrolet,https://www.youtube.com/watch?v=CQOM0NXov44,3228.0,videos,Sergio Oliveira,sergio-oliveira,Chevrolet,80
-HTgIYuKJi0,¿Me lo compro o no me lo compro? | Con Lalo Vargas | Toyota,https://www.youtube.com/watch?v=-HTgIYuKJi0,3013.0,videos,Sergio Oliveira,sergio-oliveira,Toyota,80
vUoMJrMWzXg,"¿Me lo compro o no me lo compro? Jetour, JIM, JMC y Kia",https://www.youtube.com/watch?v=vUoMJrMWzXg,2986.0,videos,Sergio Oliveira,sergio-oliveira,Kia,80
K4tz6lkjYQA,¿Me lo compro o no me lo compro? BUICK y BYD,https://www.youtube.com/watch?v=K4tz6lkjYQA,2763.0,videos,Sergio Oliveira,sergio-oliveira,BYD,80
I_fLLaMrC7c,Me lo compro o no me lo compro. Alfa Romeo y Audi,https://www.youtube.com/watch?v=I_fLLaMrC7c,2691.0,videos,Sergio Oliveira,sergio-oliveira,Audi,80
jkAknhO9cfs,BMW X6M50I 2021 | PruebameLa... Nave #137 | Reseña,https://www.youtube.com/watch?v=jkAknhO9cfs,2422.0,videos,Autoboutique 1/4 de Milla,cuarto-de-milla,BMW,80
nyNvIP1LJbo,Jeep SkyFreedom 4 cil Turbo | PruebameLa... Nave #128 | Reseña,https://www.youtube.com/watch?v=nyNvIP1LJbo,2421.0,videos,Autoboutique 1/4 de Milla,cuarto-de-milla,Jeep,80
Jl7hOoO6E1s,2024 DODGE DURANGO SRT HELLCAT REVIEW | JAIME GABALDONI,https://www.youtube.com/watch?v=Jl7hOoO6E1s,2355.0,videos,Jaime Gabaldoni,jaime-gabaldoni,Dodge,80
ZfI1VAFeKN8,"El precio del limón y el aguacate, Ram Night Edition, Kwid 2023. | Podcast #33",https://www.youtube.com/watch?v=ZfI1VAFeKN8,2222.0,videos,Autoboutique 1/4 de Milla,cuarto-de-milla,Ram,80
bff0Ni8J7IM,"33. El precio del limón y el aguacate, Ram Night Edition, Kwid 2023.",https://www.youtube.com/watch?v=bff0Ni8J7IM,2222.0,videos,Autoboutique 1/4 de Milla,cuarto-de-milla,Ram,80
gUtXfK8gI44,Suzuki bajó los precios en toda su gama - La Cochera Radio 13 enero,https://www.youtube.com/watch?v=gUtXfK8gI44,2052.0,videos,Sergio Oliveira,sergio-oliveira,Suzuki,80
oBEJMOQgZeg,Dodge Attitude mejora de la tierra al cielo - LaCochera Radio 7sep,https://www.youtube.com/watch?v=oBEJMOQgZeg,2048.0,videos,Sergio Oliveira,sergio-oliveira,Dodge,80
a3x14a4C0bg,Peugeot Rifter Allure hdi 2021 | PruebameLa... Nave #133 | Reseña,https://www.youtube.com/watch?v=a3x14a4C0bg,2038.0,videos,Autoboutique 1/4 de Milla,cuarto-de-milla,Peugeot,80
C21eAHuMhgA,2023 Dodge Challenger SRT Review // 🦖 An American in danger of extinction 🇺🇸 - Jaime Gabaldoni,https://www.youtube.com/watch?v=C21eAHuMhgA,1911.0,videos,Jaime Gabaldoni,jaime-gabaldoni,Dodge,80
f1aT1O41wEs,Jeep Wrangler 392 Final Edition: ¿el último Wrangler con motor HEMI V8? | Review | Jaime Gabaldoni,https://www.youtube.com/watch?v=f1aT1O41wEs,1882.0,videos,Jaime Gabaldoni,jaime-gabaldoni,Jeep,80
5b0XhhpGHlc,BMW M240i Xdrive 2025 | PruebameLa... Nave #235 | Reseña,https://www.youtube.com/watch?v=5b0XhhpGHlc,1874.0,videos,Autoboutique 1/4 de Milla,cuarto-de-milla,BMW,80
mXEY7BDpM50,Nissan GT-R R35 2023: “Godzilla” sigue imparable | Prueba de manejo | Jaime Gabaldoni,https://www.youtube.com/watch?v=mXEY7BDpM50,1829.0,videos,Jaime Gabaldoni,jaime-gabaldoni,Nissan,80
FVyPQ1hjKnU,Chevrolet Colorado Z71 2023 - 🤔 ¿La mejor pickup mediana? 🛻 | Reseña Jaime Gabaldoni,https://www.youtube.com/watch?v=FVyPQ1hjKnU,1804.0,videos,Jaime Gabaldoni,jaime-gabaldoni,Chevrolet,80
TRAdnQbFQm8,Honda Civic Type R 2023 | Prueba Completa [HD],https://www.youtube.com/watch?v=TRAdnQbFQm8,1804.0,videos,Jaime Gabaldoni,jaime-gabaldoni,Honda,80
H8GrL02XiOM,Dodge Challenger SRT Hellcat Redeye Widebody | PruebameLa... Nave #87 | Reseña,https://www.youtube.com/watch?v=H8GrL02XiOM,1783.0,videos,Autoboutique 1/4 de Milla,cuarto-de-milla,Dodge,80
ubnd7gHVK-c,Renault Duster Oroch | PruebameLa... Nave #63 | Reseña,https://www.youtube.com/watch?v=ubnd7gHVK-c,1763.0,videos,Autoboutique 1/4 de Milla,cuarto-de-milla,Renault,80
FjY4LGAf9Jk,Mi Nuevo Auto a Detalle!! (Version COMPLETA) (Prueba de Manejo Mazda 3 S GT 2017) *CarsLatino*,https://www.youtube.com/watch?v=FjY4LGAf9Jk,1754.0,videos,CarsLatino,carslatino,Mazda,80
vWr-5fVzYNY,Renault Duster Turbo CVT | PruebameLa... Nave #184 | Reseña,https://www.youtube.com/watch?v=vWr-5fVzYNY,1741.0,videos,Autoboutique 1/4 de Milla,cuarto-de-milla,Renault,80
Bbyr5Wa81Lg,The new 2025 MAZDA CX-70 Can it be compared to the European luxury models?| Review | Jaime Gabaldoni,https://www.youtube.com/watch?v=Bbyr5Wa81Lg,1703.0,videos,Jaime Gabaldoni,jaime-gabaldoni,Mazda,80
FTgw6q07d9w,Volkswagen Polo 2020 | PruebameLa... Nave #112 | Reseña,https://www.youtube.com/watch?v=FTgw6q07d9w,1687.0,videos,Autoboutique 1/4 de Milla,cuarto-de-milla,Volkswagen,80
z1RBvS2-nFQ,Ford Expedition 2025: ¿La mejor SUV familiar tamaño completo? | Prueba de Manejo | Jaime Gabaldoni,https://www.youtube.com/watch?v=z1RBvS2-nFQ,1685.0,videos,Jaime Gabaldoni,jaime-gabaldoni,Ford,80
r4yJ_RMtkuE,"Precio elevado, ahorro justificado? Mitsubishi Outlander PHEV | PruebameLa... Nave #175 | Reseña",https://www.youtube.com/watch?v=r4yJ_RMtkuE,1679.0,videos,Autoboutique 1/4 de Milla,cuarto-de-milla,Mitsubishi,80
0quk2v4JBB4,Kia Stinger. Video con audio mejorado,https://www.youtube.com/watch?v=0quk2v4JBB4,1670.0,videos,Sergio Oliveira,sergio-oliveira,Kia,80
QitI0_bBVRU,🚐🔋 Volkswagen ID. Buzz 2025: la combi eléctrica moderna ⚡🚀 | Prueba de manejo | Jaime Gabaldoni,https://www.youtube.com/watch?v=QitI0_bBVRU,1626.0,videos,Jaime Gabaldoni,jaime-gabaldoni,Volkswagen,80
O4VMhPiVT50,Toyota Tacoma i-Force Max TRD Pro 2025: Lista para el off-road | Prueba de manejo | Jaime Gabaldoni,https://www.youtube.com/watch?v=O4VMhPiVT50,1609.0,videos,Jaime Gabaldoni,jaime-gabaldoni,Toyota,80
sWmGLwDf71o,Peugeot 301 HDI 2020 ( diesel )| PruebameLa... Nave #139 | Reseña,https://www.youtube.com/watch?v=sWmGLwDf71o,1586.0,videos,Autoboutique 1/4 de Milla,cuarto-de-milla,Peugeot,80
ccYx3lkQtrE,Chevrolet Corvette C8 Z06 2023 | Prueba Completa [HD],https://www.youtube.com/watch?v=ccYx3lkQtrE,1580.0,videos,Jaime Gabaldoni,jaime-gabaldoni,Chevrolet,80
KG2WuiEhlK8,Infiniti QX50 | PruebameLa... Nave #46 | Reseña,https://www.youtube.com/watch?v=KG2WuiEhlK8,1548.0,videos,Autoboutique 1/4 de Milla,cuarto-de-milla,Infiniti,80
OiivNjk13t4,Jeep Grand Cherokee SRT8 | PruebameLa... Nave #109 | Reseña,https://www.youtube.com/watch?v=OiivNjk13t4,1521.0,videos,Autoboutique 1/4 de Milla,cuarto-de-milla,Jeep,80
Ta_QwNdOTM0,Nissan Armada/Patrol Nismo 2026: La SUV deportiva INESPERADA de Nissan | Prueba de manejo,https://www.youtube.com/watch?v=Ta_QwNdOTM0,1500.0,videos,Jaime Gabaldoni,jaime-gabaldoni,Nissan,80
-FnDxyk1_cI,GMC Sierra EV AT4 2026: La pick-up eléctrica más capaz de GMC | Prueba de manejo | Jaime Gabaldoni,https://www.youtube.com/watch?v=-FnDxyk1_cI,1492.0,videos,Jaime Gabaldoni,jaime-gabaldoni,GMC,80
NuVyp1iu9-g,Entrevista Miguel Barbeyto. ¿Cuándo habrá CX-30? ¿Por qué bajó de precio Mazda 3?,https://www.youtube.com/watch?v=NuVyp1iu9-g,1490.0,videos,Sergio Oliveira,sergio-oliveira,Mazda,80
yiuViWzrRmU,Nissan LEAF 2018 - Y lo puedes comprar por Internet,https://www.youtube.com/watch?v=yiuViWzrRmU,1490.0,videos,Sergio Oliveira,sergio-oliveira,Nissan,80
arDaOi3bbhA,"Audi RS 7 Performance 2025: potencia, lujo y tecnología | Prueba de manejo | Jaime Gabaldoni",https://www.youtube.com/watch?v=arDaOi3bbhA,1473.0,videos,Jaime Gabaldoni,jaime-gabaldoni,Audi,80
