id,url,title,duration,timestamp,tabs,thumbnail,source_name,usage_rights,reuse_policy
D2CY0CzEWaQ,https://www.youtube.com/watch?v=D2CY0CzEWaQ,Kia Sportage Híbrida | La mejor Sportage,789.0,,videos,https://i.ytimg.com/vi/D2CY0CzEWaQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDoJDNUvkLAXO3PPIT3zBMXGNJz9g,Sergio Oliveira,external-reference,embed_link_and_summarize_only
g6DWtH6Ed98,https://www.youtube.com/watch?v=g6DWtH6Ed98,Ford Edge Híbrida | ¿Quienes la van a disfrutar ahora?,1083.0,,videos,https://i.ytimg.com/vi/g6DWtH6Ed98/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC07I1inZA95q57Z1K_agsWzvenlA,Sergio Oliveira,external-reference,embed_link_and_summarize_only
RQ7xRxldUFw,https://www.youtube.com/watch?v=RQ7xRxldUFw,Todos contra el Dolphin Mini | LaCochera Radio 17Ene,2093.0,,videos,https://i.ytimg.com/vi/RQ7xRxldUFw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCc8zLTy5zuKCNo6_MHjWlSYj7Caw,Sergio Oliveira,external-reference,embed_link_and_summarize_only
pVvhuE9QUm0,https://www.youtube.com/watch?v=pVvhuE9QUm0,Ford Expedition Max 2026 | ¿Esta o la Navigator?,1039.0,,videos,https://i.ytimg.com/vi/pVvhuE9QUm0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBg564gevaEugE5rMZ-Bvx95USVBA,Sergio Oliveira,external-reference,embed_link_and_summarize_only
fASJ3iE-Yxg,https://www.youtube.com/watch?v=fASJ3iE-Yxg,"¿Me lo compro o no me lo compro? 1 Con Lalo Vargas | China, Infiniti y Jeep",1740.0,,videos,https://i.ytimg.com/vi/fASJ3iE-Yxg/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhSIFwoZTAP&rs=AOn4CLA_9bLn-zLRCO81ODNFsfkEUZLKJw,Sergio Oliveira,external-reference,embed_link_and_summarize_only
W-xGFdioydM,https://www.youtube.com/watch?v=W-xGFdioydM,¿Autos chinos en EUA? | LaCochera Radio 10ENE26,2366.0,,videos,https://i.ytimg.com/vi/W-xGFdioydM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLApVXn5v7_UJ4w4x6MpdPlc6QiG6w,Sergio Oliveira,external-reference,embed_link_and_summarize_only
8CLg1UQbd7I,https://www.youtube.com/watch?v=8CLg1UQbd7I,"Adiós chocolates, Hola TRX - LaCochera 3ENE26",2057.0,,videos,https://i.ytimg.com/vi/8CLg1UQbd7I/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC5DbvRNqpq58Jq2DI4LY0B2E2Zzw,Sergio Oliveira,external-reference,embed_link_and_summarize_only
u7mSrerDfjI,https://www.youtube.com/watch?v=u7mSrerDfjI,Lincoln Navigator 2025 | Todo el lujo,1302.0,,videos,https://i.ytimg.com/vi/u7mSrerDfjI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD4qKHEvEwYPFIb5vScuvTjFM-j9w,Sergio Oliveira,external-reference,embed_link_and_summarize_only
E6LPDv6h0dg,https://www.youtube.com/watch?v=E6LPDv6h0dg,Todo lo nuevo de Chevrolet Tracker 2026,362.0,,videos,https://i.ytimg.com/vi/E6LPDv6h0dg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBPWxsKyO8cGr4Cwqh6sI7ESUdjfQ,Sergio Oliveira,external-reference,embed_link_and_summarize_only
uSSAVMtIbCs,https://www.youtube.com/watch?v=uSSAVMtIbCs,Jeep Compass 2025 | ¿Todavía es relevante?,621.0,,videos,https://i.ytimg.com/vi/uSSAVMtIbCs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBOaxDQf4ku4yzWAhPCtwKz7EUjzA,Sergio Oliveira,external-reference,embed_link_and_summarize_only
