id,url,title,duration,timestamp,tabs,thumbnail,source_name,usage_rights,reuse_policy
q4Eha0ON8do,https://www.youtube.com/watch?v=q4Eha0ON8do,BMW R 1250 RT 2023: Touring de lujo en el Gran Cañón | Prueba de manejo | Jaime Gabaldoni,549.0,,videos,https://i.ytimg.com/vi/q4Eha0ON8do/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC18cI6RECedMWjnmjDtaohle8KTg,Jaime Gabaldoni,external-reference,embed_link_and_summarize_only
mYIIqnu4dco,https://www.youtube.com/watch?v=mYIIqnu4dco,"Kia K4 Hatchback 2026: Motor turbo, manejo ágil y estilo único | Prueba de manejo | Jaime Gabaldoni",829.0,,videos,https://i.ytimg.com/vi/mYIIqnu4dco/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAFdkYg8HUuvvrX2qi_Oe_jf6xAzg,Jaime Gabaldoni,external-reference,embed_link_and_summarize_only
bB1xwxQ2flM,https://www.youtube.com/watch?v=bB1xwxQ2flM,Ford Mustang Dark Horse SC 2026: Llegó para humillar a los supercars | Noticia | Jaime Gabaldoni,247.0,,videos,https://i.ytimg.com/vi/bB1xwxQ2flM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAgxTaO7nt06nTz4JKBJhFa24Ny8A,Jaime Gabaldoni,external-reference,embed_link_and_summarize_only
0K4WnRmuTT4,https://www.youtube.com/watch?v=0K4WnRmuTT4,Cadillac Escalade IQ 2026: ¿Eléctrica y la mejor de la historia? ⚡️ | Reseña | Jaime Gabaldoni,867.0,,videos,https://i.ytimg.com/vi/0K4WnRmuTT4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDYLvRjXStqSailymi7V-xiv8vodQ,Jaime Gabaldoni,external-reference,embed_link_and_summarize_only
d9aW_x8Scgo,https://www.youtube.com/watch?v=d9aW_x8Scgo,Ford Bronco RTR 2027: No compres un Bronco sin ver el nuevo RTR… 😱 | Lanzamiento | Jaime Gabaldoni,206.0,,videos,https://i.ytimg.com/vi/d9aW_x8Scgo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDIfoWAe9Q_5tadsHlimOp3T1O9kw,Jaime Gabaldoni,external-reference,embed_link_and_summarize_only
RD6xpPUZgTQ,https://www.youtube.com/watch?v=RD6xpPUZgTQ,Lucid Gravity 2026: ¿SUV o Minivan Eléctrica? | Prueba de manejo | Jaime Gabaldoni,1549.0,,videos,https://i.ytimg.com/vi/RD6xpPUZgTQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA1Jn9qigDzVut40rLCK5vrPDXI6A,Jaime Gabaldoni,external-reference,embed_link_and_summarize_only
CB-FRvHU4sw,https://www.youtube.com/watch?v=CB-FRvHU4sw,Ram 1500 SRT TRX 2027: 777 HP y el regreso del V8 SRT | Lanzamiento | Jaime Gabaldoni,296.0,,videos,https://i.ytimg.com/vi/CB-FRvHU4sw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAhR9HjjK11mq9GAPl5oVLOuGPVlg,Jaime Gabaldoni,external-reference,embed_link_and_summarize_only
BJAWFdh8_AU,https://www.youtube.com/watch?v=BJAWFdh8_AU,Ford Expedition King Ranch 2025: un modelo imponente y lujoso | Prueba de manejo | Jaime Gabaldoni,1462.0,,videos,https://i.ytimg.com/vi/BJAWFdh8_AU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB05xbgnBtBzo7XR1G6blHwmyM1FQ,Jaime Gabaldoni,external-reference,embed_link_and_summarize_only
zuUBMAV9KN4,https://www.youtube.com/watch?v=zuUBMAV9KN4,Ferrari SF90 y la muerte de Vince Zampella: todo lo que se sabe | Noticia | Jaime Gabaldoni,207.0,,videos,https://i.ytimg.com/vi/zuUBMAV9KN4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC7BmDNNhF49g_0pzS_RmqbyFFhcw,Jaime Gabaldoni,external-reference,embed_link_and_summarize_only
VxYYXo0tG9Q,https://www.youtube.com/watch?v=VxYYXo0tG9Q,Mazda CX-5 Turbo 2025: ¿Sigue siendo una gran opción premium? | Prueba de manejo | Jaime Gabaldoni,841.0,,videos,https://i.ytimg.com/vi/VxYYXo0tG9Q/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAIBf_9iUP6keaYNDAT5qOUALSpuA,Jaime Gabaldoni,external-reference,embed_link_and_summarize_only
Iv9QnL7nz-4,https://www.youtube.com/watch?v=Iv9QnL7nz-4,"Japan Mobility Show 2025: Lexus, Toyota, Subaru, Mazda y el futuro de la movilidad | Jaime Gabaldoni",555.0,,videos,https://i.ytimg.com/vi/Iv9QnL7nz-4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC8eFC702ASJu4OWuwRpIR9PoOjoA,Jaime Gabaldoni,external-reference,embed_link_and_summarize_only
_xy8WDnnLgA,https://www.youtube.com/watch?v=_xy8WDnnLgA,Art Basel Miami 2025: Autos de Multimillonarios y Supercars Exclusivos | Jaime Gabaldoni,606.0,,videos,https://i.ytimg.com/vi/_xy8WDnnLgA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBqZYKQRRdeyCtXJxITX0Pb-U8LcQ,Jaime Gabaldoni,external-reference,embed_link_and_summarize_only
