source_video_id,source_channel,source_title,source_url,claim_count,raw_transcript_stored,extraction_provider
dDztRzElBPg,Sergio Oliveira,Seat Tarraco. ¿Mejor que la Tiguan?,https://www.youtube.com/watch?v=dDztRzElBPg,1,False,local
tYTd934ol2w,CarsLatino,Vale La Pena El Honda Civic Lx 2007 ? *CarsLatino*,https://www.youtube.com/watch?v=tYTd934ol2w,1,False,local
1V3cZD0T66U,Sergio Oliveira,BMW Serie 7 2023. El mejor sedán en su categoría.,https://www.youtube.com/watch?v=1V3cZD0T66U,1,False,local
d4RAEvZ5m-k,Sergio Oliveira,Jeep Avenger Turbo - El Jeep que podríamos comprar,https://www.youtube.com/watch?v=d4RAEvZ5m-k,2,False,local
JVdm6QxjN-Q,CarsLatino,¿Aun Vale La Pena Un Honda Civic 2009 En El 2024? (Nuevo Auto) *CarsLatino*,https://www.youtube.com/watch?v=JVdm6QxjN-Q,1,False,local
GOT6xoAf5p0,CarsLatino,5 JEEP QUE NO DEBERÍAS COMPRAR Y 5 QUE SI *CarsLatino*,https://www.youtube.com/watch?v=GOT6xoAf5p0,1,False,local
Ho1l6ZXfv9w,Sergio Oliveira,Jac Frison T6. El mejor motor de su categoría.,https://www.youtube.com/watch?v=Ho1l6ZXfv9w,1,False,local
w13rqSdIQEw,Sergio Oliveira,"Subaru Forester 2019, ¿La mejor en su clase?",https://www.youtube.com/watch?v=w13rqSdIQEw,1,False,local
4jrRvn9Guh0,Sergio Oliveira,"Cupra Formentor 190 - Precioso, pero no para entusiastas",https://www.youtube.com/watch?v=4jrRvn9Guh0,1,False,local
yIDCcL0gbD4,CarsLatino,5 NISSAN QUE NO DEBERÍAS COMPRAR Y 5 QUE SI *CarsLatino*,https://www.youtube.com/watch?v=yIDCcL0gbD4,1,False,local
6FPe17Hb180,CarsLatino,5 MERCEDES BENZ QUE NO DEBERÍAS COMPRAR Y 5 QUE SI *CarsLatino*,https://www.youtube.com/watch?v=6FPe17Hb180,1,False,local
Wam4zmsU9-0,CarsLatino,El Interior Es Lo Que Cuenta - Prueba de Manejo Mercedes Benz C200 Sport *CarsLatino*,https://www.youtube.com/watch?v=Wam4zmsU9-0,1,False,local
tyIjiNEtZso,CarsLatino,MEJORANDO AL MITSUBISHI 3000GT! (Proyecto 3000gt - ep02) *CarsLatino*,https://www.youtube.com/watch?v=tyIjiNEtZso,2,False,local
mYIIqnu4dco,Jaime Gabaldoni,"Kia K4 Hatchback 2026: Motor turbo, manejo ágil y estilo único | Prueba de manejo | Jaime Gabaldoni",https://www.youtube.com/watch?v=mYIIqnu4dco,3,False,local
